x	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
2.374356E-07	9.117353E+01	9.005532E+01	9.237770E+01	9.311121E+01	8.760701E+01	9.190343E+01	9.027609E+01	9.190449E+01	9.064440E+01	9.182509E+01	9.036282E+01	9.263407E+01	9.039782E+01	9.263484E+01	9.008285E+01	9.003955E+01	9.205353E+01	9.141754E+01	9.106320E+01	9.146559E+01	9.094760E+01	9.061751E+01	9.215282E+01	9.105251E+01	9.145129E+01	9.119224E+01	9.112393E+01	1.007568E+02	8.467485E+01	9.282831E+01	9.001799E+01	8.928380E+01	9.231965E+01	1.049443E+02	5.924831E+01	7.392203E+01	1.054066E+02	4.010936E+01	1.512388E+02	9.337167E+01	9.303045E+01	7.950490E+01	1.025143E+02	7.949527E+01	1.098084E+02	1.297291E+02	5.301332E+01	9.190838E+01	9.085662E+01	8.528373E+01	1.019399E+02	
2.411259E-07	8.805138E+01	8.697524E+01	8.921018E+01	8.991601E+01	8.461877E+01	8.875379E+01	8.718771E+01	8.875481E+01	8.754216E+01	8.867840E+01	8.727118E+01	8.945687E+01	8.730486E+01	8.945762E+01	8.700173E+01	8.696005E+01	8.889823E+01	8.828620E+01	8.794521E+01	8.833123E+01	8.783395E+01	8.751628E+01	8.899285E+01	8.793492E+01	8.831869E+01	8.806938E+01	8.800365E+01	9.727296E+01	8.179476E+01	8.964944E+01	8.693553E+01	8.622814E+01	8.915696E+01	1.013598E+02	5.720338E+01	7.138891E+01	1.017982E+02	3.873888E+01	1.460469E+02	9.019304E+01	8.979342E+01	7.678122E+01	9.900467E+01	7.679106E+01	1.060002E+02	1.252774E+02	5.120004E+01	8.875856E+01	8.774427E+01	8.236435E+01	9.844529E+01	
2.448736E-07	8.501797E+01	8.398248E+01	8.613290E+01	8.681198E+01	8.171479E+01	8.569379E+01	8.418693E+01	8.569478E+01	8.452799E+01	8.562126E+01	8.426724E+01	8.637025E+01	8.429965E+01	8.637097E+01	8.400797E+01	8.396786E+01	8.583277E+01	8.524390E+01	8.491581E+01	8.528605E+01	8.480876E+01	8.450309E+01	8.592288E+01	8.490590E+01	8.527516E+01	8.503528E+01	8.497203E+01	9.389002E+01	7.899541E+01	8.656093E+01	8.394066E+01	8.325924E+01	8.608421E+01	9.787679E+01	5.521745E+01	6.892787E+01	9.829219E+01	3.740722E+01	1.410032E+02	8.710369E+01	8.665119E+01	7.413503E+01	9.559471E+01	7.416268E+01	1.023029E+02	1.209526E+02	4.943823E+01	8.569838E+01	8.472037E+01	7.952787E+01	9.505020E+01	
2.486796E-07	8.207097E+01	8.107478E+01	8.314353E+01	8.379676E+01	7.889291E+01	8.272112E+01	8.127147E+01	8.272207E+01	8.159960E+01	8.265134E+01	8.134874E+01	8.337184E+01	8.137992E+01	8.337253E+01	8.109930E+01	8.106072E+01	8.285481E+01	8.228833E+01	8.197269E+01	8.232771E+01	8.186971E+01	8.157564E+01	8.294058E+01	8.196316E+01	8.231840E+01	8.208763E+01	8.202678E+01	9.060527E+01	7.627473E+01	8.356045E+01	8.103109E+01	8.037484E+01	8.309905E+01	9.449247E+01	5.328897E+01	6.653702E+01	9.488600E+01	3.611335E+01	1.361038E+02	8.410135E+01	8.360120E+01	7.156432E+01	9.228186E+01	7.160820E+01	9.871357E+01	1.167512E+02	4.772656E+01	8.272553E+01	8.178261E+01	7.677216E+01	9.175200E+01	
2.525447E-07	7.920815E+01	7.824993E+01	8.023975E+01	8.086800E+01	7.615101E+01	7.983348E+01	7.843913E+01	7.983439E+01	7.875475E+01	7.976637E+01	7.851346E+01	8.045934E+01	7.854345E+01	8.046000E+01	7.827352E+01	7.823641E+01	7.996207E+01	7.941721E+01	7.911362E+01	7.945397E+01	7.901456E+01	7.873171E+01	8.004365E+01	7.910446E+01	7.944613E+01	7.922418E+01	7.916565E+01	8.741610E+01	7.363071E+01	8.064569E+01	7.820462E+01	7.757274E+01	8.019921E+01	9.120433E+01	5.141640E+01	6.421454E+01	9.157699E+01	3.485631E+01	1.313451E+02	8.118376E+01	8.064097E+01	6.906712E+01	8.906361E+01	6.912571E+01	9.522924E+01	1.126702E+02	4.606372E+01	7.983773E+01	7.892876E+01	7.409510E+01	8.854815E+01	
2.564699E-07	7.642731E+01	7.550578E+01	7.741934E+01	7.802346E+01	7.348702E+01	7.702866E+01	7.568775E+01	7.702954E+01	7.599128E+01	7.696413E+01	7.575923E+01	7.763050E+01	7.578807E+01	7.763113E+01	7.552847E+01	7.549278E+01	7.715232E+01	7.662836E+01	7.633640E+01	7.666261E+01	7.624114E+01	7.596912E+01	7.722987E+01	7.632759E+01	7.665617E+01	7.644272E+01	7.638644E+01	8.431996E+01	7.106137E+01	7.781442E+01	7.545906E+01	7.485081E+01	7.738247E+01	8.800989E+01	4.959827E+01	6.195865E+01	8.836265E+01	3.363513E+01	1.267233E+02	7.834875E+01	7.776807E+01	6.664152E+01	8.593748E+01	6.671338E+01	9.184713E+01	1.087063E+02	4.444845E+01	7.703275E+01	7.615663E+01	7.149465E+01	8.543620E+01	
2.604561E-07	7.372631E+01	7.284023E+01	7.468011E+01	7.526091E+01	7.089892E+01	7.430450E+01	7.301520E+01	7.430534E+01	7.330706E+01	7.424245E+01	7.308393E+01	7.488312E+01	7.311167E+01	7.488373E+01	7.286205E+01	7.282773E+01	7.442338E+01	7.391962E+01	7.363890E+01	7.395147E+01	7.354730E+01	7.328575E+01	7.449705E+01	7.363043E+01	7.394636E+01	7.374113E+01	7.368701E+01	8.131438E+01	6.856481E+01	7.506446E+01	7.279231E+01	7.220695E+01	7.464664E+01	8.490670E+01	4.783313E+01	5.976760E+01	8.524051E+01	3.244889E+01	1.222348E+02	7.559420E+01	7.498014E+01	6.428565E+01	8.290108E+01	6.436939E+01	8.856450E+01	1.048565E+02	4.287950E+01	7.430842E+01	7.346409E+01	6.896881E+01	8.241374E+01	
2.645043E-07	7.110306E+01	7.025123E+01	7.201993E+01	7.257822E+01	6.838476E+01	7.165887E+01	7.041944E+01	7.165968E+01	7.070002E+01	7.159922E+01	7.048552E+01	7.221508E+01	7.051218E+01	7.221566E+01	7.027220E+01	7.023921E+01	7.177315E+01	7.128889E+01	7.101903E+01	7.131846E+01	7.093098E+01	7.067954E+01	7.184307E+01	7.101089E+01	7.131459E+01	7.111731E+01	7.106528E+01	7.839693E+01	6.613914E+01	7.239368E+01	7.020232E+01	6.963912E+01	7.198962E+01	8.189239E+01	4.611957E+01	5.763970E+01	8.220814E+01	3.129667E+01	1.178760E+02	7.291803E+01	7.227489E+01	6.199767E+01	7.995205E+01	6.209200E+01	8.537867E+01	1.011177E+02	4.135567E+01	7.166264E+01	7.084905E+01	6.651563E+01	7.947843E+01	
2.686153E-07	6.855553E+01	6.773678E+01	6.943673E+01	6.997327E+01	6.594261E+01	6.908972E+01	6.789846E+01	6.909050E+01	6.816815E+01	6.903240E+01	6.796198E+01	6.962428E+01	6.798760E+01	6.962484E+01	6.775694E+01	6.772523E+01	6.919956E+01	6.873413E+01	6.847477E+01	6.876154E+01	6.839014E+01	6.814846E+01	6.926588E+01	6.846694E+01	6.875884E+01	6.856922E+01	6.851922E+01	7.556525E+01	6.378254E+01	6.980001E+01	6.768707E+01	6.714534E+01	6.940934E+01	7.896466E+01	4.445621E+01	5.557330E+01	7.926322E+01	3.017759E+01	1.136437E+02	7.031822E+01	6.965006E+01	5.977580E+01	7.708811E+01	5.987947E+01	8.228703E+01	9.748720E+01	3.987577E+01	6.909335E+01	6.830950E+01	6.413321E+01	7.662799E+01	
2.727903E-07	6.608173E+01	6.529493E+01	6.692848E+01	6.744402E+01	6.357059E+01	6.659505E+01	6.545031E+01	6.659580E+01	6.570948E+01	6.653996E+01	6.551135E+01	6.710869E+01	6.553597E+01	6.710923E+01	6.531431E+01	6.528383E+01	6.670059E+01	6.625335E+01	6.600412E+01	6.627869E+01	6.592279E+01	6.569056E+01	6.676344E+01	6.599660E+01	6.627710E+01	6.609489E+01	6.604684E+01	7.281706E+01	6.149323E+01	6.728143E+01	6.524460E+01	6.472366E+01	6.690379E+01	7.612124E+01	4.284173E+01	5.356676E+01	7.640345E+01	2.909079E+01	1.095345E+02	6.779278E+01	6.710350E+01	5.761832E+01	7.430704E+01	5.773015E+01	7.928704E+01	9.396200E+01	3.843866E+01	6.659853E+01	6.584344E+01	6.181969E+01	7.386018E+01	
2.770302E-07	6.367973E+01	6.292379E+01	6.449322E+01	6.498847E+01	6.126690E+01	6.417288E+01	6.307307E+01	6.417360E+01	6.332208E+01	6.411996E+01	6.313172E+01	6.466633E+01	6.315538E+01	6.466685E+01	6.294240E+01	6.291312E+01	6.427428E+01	6.384461E+01	6.360516E+01	6.386798E+01	6.352703E+01	6.330390E+01	6.433379E+01	6.359793E+01	6.386742E+01	6.369237E+01	6.364620E+01	7.015010E+01	5.926948E+01	6.483596E+01	6.287300E+01	6.237220E+01	6.447100E+01	7.335994E+01	4.127480E+01	5.161854E+01	7.362660E+01	2.803541E+01	1.055450E+02	6.533981E+01	6.463305E+01	5.552353E+01	7.160665E+01	5.564238E+01	7.637623E+01	9.053936E+01	3.704320E+01	6.417623E+01	6.344895E+01	5.957328E+01	7.117282E+01	
2.813359E-07	6.134763E+01	6.062149E+01	6.212900E+01	6.260467E+01	5.902974E+01	6.182133E+01	6.076490E+01	6.182202E+01	6.100409E+01	6.177049E+01	6.082123E+01	6.229528E+01	6.084396E+01	6.229578E+01	6.063937E+01	6.061124E+01	6.191872E+01	6.150601E+01	6.127601E+01	6.152751E+01	6.120096E+01	6.098663E+01	6.197501E+01	6.126907E+01	6.152792E+01	6.135977E+01	6.131543E+01	6.756221E+01	5.710957E+01	6.246169E+01	6.057041E+01	6.008911E+01	6.210906E+01	7.067861E+01	3.975417E+01	4.972708E+01	7.093048E+01	2.701063E+01	1.016722E+02	6.295740E+01	6.223666E+01	5.348977E+01	6.898483E+01	5.361459E+01	7.355219E+01	8.721658E+01	3.568832E+01	6.182454E+01	6.112415E+01	5.739220E+01	6.856381E+01	
2.857086E-07	5.908360E+01	5.838623E+01	5.983397E+01	6.029074E+01	5.685737E+01	5.953851E+01	5.852396E+01	5.953917E+01	5.875368E+01	5.948969E+01	5.857806E+01	5.999364E+01	5.859989E+01	5.999412E+01	5.840340E+01	5.837639E+01	5.963203E+01	5.923571E+01	5.901482E+01	5.925542E+01	5.894274E+01	5.873691E+01	5.968523E+01	5.900815E+01	5.925675E+01	5.909526E+01	5.905268E+01	6.505124E+01	5.501187E+01	6.015673E+01	5.833502E+01	5.787259E+01	5.981610E+01	6.807515E+01	3.827858E+01	4.789089E+01	6.831299E+01	2.601566E+01	9.791292E+01	6.064374E+01	5.991230E+01	5.151545E+01	6.643951E+01	5.164521E+01	7.081256E+01	8.399102E+01	3.437293E+01	5.954160E+01	5.886720E+01	5.527474E+01	6.603108E+01	
2.901493E-07	5.688585E+01	5.621625E+01	5.760628E+01	5.804481E+01	5.474812E+01	5.732261E+01	5.634850E+01	5.732325E+01	5.656907E+01	5.727575E+01	5.640044E+01	5.775958E+01	5.642140E+01	5.776004E+01	5.623274E+01	5.620680E+01	5.741241E+01	5.703189E+01	5.681981E+01	5.704992E+01	5.675060E+01	5.655297E+01	5.746263E+01	5.681341E+01	5.705209E+01	5.689704E+01	5.685616E+01	6.261513E+01	5.297475E+01	5.791926E+01	5.616504E+01	5.572090E+01	5.759030E+01	6.554753E+01	3.684683E+01	4.610851E+01	6.577203E+01	2.504971E+01	9.426421E+01	5.839703E+01	5.765801E+01	4.959898E+01	6.396867E+01	4.973273E+01	6.815506E+01	8.086012E+01	3.309601E+01	5.732558E+01	5.667632E+01	5.321922E+01	6.357260E+01	
2.946589E-07	5.475262E+01	5.410982E+01	5.544416E+01	5.586508E+01	5.270032E+01	5.517187E+01	5.423678E+01	5.517248E+01	5.444852E+01	5.512689E+01	5.428665E+01	5.559130E+01	5.430677E+01	5.559175E+01	5.412565E+01	5.410075E+01	5.525806E+01	5.489280E+01	5.468922E+01	5.490923E+01	5.462279E+01	5.443307E+01	5.530543E+01	5.468308E+01	5.491220E+01	5.476336E+01	5.472412E+01	6.025185E+01	5.099664E+01	5.574750E+01	5.405877E+01	5.363231E+01	5.542989E+01	6.309374E+01	3.545774E+01	4.437853E+01	6.330561E+01	2.411201E+01	9.072310E+01	5.621553E+01	5.547187E+01	4.773884E+01	6.157035E+01	4.787567E+01	6.557746E+01	7.782136E+01	3.185653E+01	5.517472E+01	5.454976E+01	5.122400E+01	6.118642E+01	
2.992387E-07	5.268220E+01	5.206528E+01	5.334587E+01	5.374979E+01	5.071236E+01	5.308456E+01	5.218713E+01	5.308515E+01	5.239035E+01	5.304139E+01	5.223499E+01	5.348707E+01	5.225430E+01	5.348749E+01	5.208047E+01	5.205657E+01	5.316727E+01	5.281674E+01	5.262136E+01	5.283165E+01	5.255760E+01	5.237552E+01	5.321189E+01	5.261546E+01	5.283535E+01	5.269252E+01	5.265485E+01	5.795945E+01	4.907600E+01	5.363970E+01	5.201450E+01	5.160516E+01	5.333314E+01	6.071186E+01	3.411017E+01	4.269954E+01	6.091174E+01	2.320183E+01	8.728675E+01	5.409754E+01	5.335202E+01	4.593354E+01	5.924262E+01	4.607259E+01	6.307759E+01	7.487231E+01	3.065351E+01	5.308729E+01	5.248582E+01	4.928750E+01	5.887062E+01	
3.038896E-07	5.067294E+01	5.008098E+01	5.130970E+01	5.169723E+01	4.878268E+01	5.105899E+01	5.019790E+01	5.105955E+01	5.039290E+01	5.101757E+01	5.024383E+01	5.144517E+01	5.026236E+01	5.144558E+01	5.009556E+01	5.007262E+01	5.113835E+01	5.080203E+01	5.061456E+01	5.081549E+01	5.055338E+01	5.037867E+01	5.118032E+01	5.060890E+01	5.081988E+01	5.068283E+01	5.064669E+01	5.573599E+01	4.721134E+01	5.159417E+01	5.003060E+01	4.963783E+01	5.129835E+01	5.839998E+01	3.280299E+01	4.107020E+01	5.858851E+01	2.231843E+01	8.395235E+01	5.204139E+01	5.129664E+01	4.418162E+01	5.698362E+01	4.432207E+01	6.065332E+01	7.201058E+01	2.948597E+01	5.106161E+01	5.048284E+01	4.740816E+01	5.662332E+01	
3.086129E-07	4.872320E+01	4.815533E+01	4.933401E+01	4.970572E+01	4.690973E+01	4.909352E+01	4.826750E+01	4.909406E+01	4.845457E+01	4.905379E+01	4.831156E+01	4.946396E+01	4.832933E+01	4.946435E+01	4.816932E+01	4.814732E+01	4.916965E+01	4.884703E+01	4.866720E+01	4.885913E+01	4.860851E+01	4.844091E+01	4.920908E+01	4.866177E+01	4.886416E+01	4.873269E+01	4.869802E+01	5.357962E+01	4.540119E+01	4.960926E+01	4.810546E+01	4.772873E+01	4.932389E+01	5.615626E+01	3.153511E+01	3.948919E+01	5.633404E+01	2.146112E+01	8.071719E+01	5.004547E+01	4.930396E+01	4.248166E+01	5.479153E+01	4.262275E+01	5.830259E+01	6.923384E+01	2.835299E+01	4.909604E+01	4.853920E+01	4.558446E+01	5.444272E+01	
3.134095E-07	4.683141E+01	4.628678E+01	4.741718E+01	4.777364E+01	4.509203E+01	4.718656E+01	4.639436E+01	4.718708E+01	4.657378E+01	4.714846E+01	4.643662E+01	4.754180E+01	4.645367E+01	4.754217E+01	4.630020E+01	4.627910E+01	4.725956E+01	4.695017E+01	4.677771E+01	4.696097E+01	4.672142E+01	4.656068E+01	4.729655E+01	4.677250E+01	4.696660E+01	4.684052E+01	4.680727E+01	5.148850E+01	4.364413E+01	4.768336E+01	4.623753E+01	4.587632E+01	4.740814E+01	5.397890E+01	3.030548E+01	3.795523E+01	5.414651E+01	2.062919E+01	7.757862E+01	4.810821E+01	4.737225E+01	4.083228E+01	5.266456E+01	4.097328E+01	5.602339E+01	6.653984E+01	2.725364E+01	4.718897E+01	4.665333E+01	4.381492E+01	5.232703E+01	
3.182807E-07	4.499603E+01	4.447382E+01	4.555765E+01	4.589939E+01	4.332811E+01	4.533654E+01	4.457697E+01	4.533704E+01	4.474900E+01	4.530000E+01	4.461749E+01	4.567712E+01	4.463383E+01	4.567748E+01	4.448668E+01	4.446644E+01	4.540653E+01	4.510989E+01	4.494453E+01	4.511948E+01	4.489057E+01	4.473644E+01	4.544117E+01	4.493954E+01	4.512564E+01	4.500476E+01	4.497287E+01	4.946087E+01	4.193876E+01	4.581489E+01	4.442528E+01	4.407908E+01	4.554955E+01	5.186615E+01	2.911304E+01	3.646705E+01	5.202415E+01	1.982197E+01	7.453404E+01	4.622804E+01	4.549983E+01	3.923214E+01	5.060099E+01	3.937235E+01	5.381377E+01	6.392636E+01	2.618703E+01	4.533885E+01	4.482368E+01	4.209811E+01	5.027452E+01	
3.232276E-07	4.321554E+01	4.271495E+01	4.375387E+01	4.408142E+01	4.161657E+01	4.354194E+01	4.281384E+01	4.354241E+01	4.297875E+01	4.350692E+01	4.285268E+01	4.386839E+01	4.286835E+01	4.386873E+01	4.272728E+01	4.270788E+01	4.360903E+01	4.332469E+01	4.316618E+01	4.333312E+01	4.311445E+01	4.296671E+01	4.364141E+01	4.316139E+01	4.333979E+01	4.322391E+01	4.319335E+01	4.749499E+01	4.028373E+01	4.400233E+01	4.266723E+01	4.233555E+01	4.374659E+01	4.981628E+01	2.795681E+01	3.502344E+01	4.996521E+01	1.903882E+01	7.158095E+01	4.440349E+01	4.368507E+01	3.767991E+01	4.859913E+01	3.781870E+01	5.167181E+01	6.139125E+01	2.515229E+01	4.354415E+01	4.304877E+01	4.043261E+01	4.828351E+01	
3.282514E-07	4.148849E+01	4.100875E+01	4.200437E+01	4.231823E+01	3.995600E+01	4.180128E+01	4.110352E+01	4.180173E+01	4.126156E+01	4.176772E+01	4.114074E+01	4.211410E+01	4.115576E+01	4.211443E+01	4.102057E+01	4.100198E+01	4.186557E+01	4.159309E+01	4.144119E+01	4.160043E+01	4.139161E+01	4.125003E+01	4.189579E+01	4.143660E+01	4.160755E+01	4.149651E+01	4.146722E+01	4.558918E+01	3.867772E+01	4.224418E+01	4.096193E+01	4.064429E+01	4.199777E+01	4.782763E+01	2.683578E+01	3.362320E+01	4.796800E+01	1.827908E+01	6.871689E+01	4.263308E+01	4.192637E+01	3.617432E+01	4.665732E+01	3.631108E+01	4.959566E+01	5.893242E+01	2.414857E+01	4.180340E+01	4.132713E+01	3.881707E+01	4.635235E+01	
3.333532E-07	3.981344E+01	3.935381E+01	4.030767E+01	4.060835E+01	3.834506E+01	4.011311E+01	3.944461E+01	4.011354E+01	3.959603E+01	4.008096E+01	3.948027E+01	4.041279E+01	3.949466E+01	4.041311E+01	3.936513E+01	3.934732E+01	4.017470E+01	3.991365E+01	3.976812E+01	3.991997E+01	3.972063E+01	3.958498E+01	4.020285E+01	3.976373E+01	3.992751E+01	3.982113E+01	3.979307E+01	4.374180E+01	3.711944E+01	4.053898E+01	3.930797E+01	3.900391E+01	4.030165E+01	4.589857E+01	2.574900E+01	3.226518E+01	4.603087E+01	1.754214E+01	6.593946E+01	4.091538E+01	4.022218E+01	3.471411E+01	4.477396E+01	3.484828E+01	4.758351E+01	5.654781E+01	2.317503E+01	4.011514E+01	3.965732E+01	3.725014E+01	4.447943E+01	
