x	s-sbar	delta
2.1878E-04	-3.7157E-01	1.8085E-01
2.2080E-04	-3.7001E-01	1.8000E-01
2.2284E-04	-3.6846E-01	1.7915E-01
2.2491E-04	-3.6691E-01	1.7831E-01
2.2699E-04	-3.6537E-01	1.7747E-01
2.2909E-04	-3.6384E-01	1.7664E-01
2.3121E-04	-3.6231E-01	1.7581E-01
2.3335E-04	-3.6079E-01	1.7498E-01
2.3550E-04	-3.5928E-01	1.7416E-01
2.3768E-04	-3.5777E-01	1.7334E-01
2.3988E-04	-3.5627E-01	1.7252E-01
2.4210E-04	-3.5477E-01	1.7171E-01
2.4434E-04	-3.5328E-01	1.7090E-01
2.4660E-04	-3.5180E-01	1.7010E-01
2.4889E-04	-3.5032E-01	1.6930E-01
2.5119E-04	-3.4885E-01	1.6850E-01
2.5351E-04	-3.4739E-01	1.6771E-01
2.5586E-04	-3.4593E-01	1.6692E-01
2.5823E-04	-3.4448E-01	1.6613E-01
2.6062E-04	-3.4304E-01	1.6535E-01
2.6303E-04	-3.4160E-01	1.6457E-01
2.6546E-04	-3.4016E-01	1.6380E-01
2.6792E-04	-3.3874E-01	1.6303E-01
2.7040E-04	-3.3731E-01	1.6226E-01
2.7290E-04	-3.3590E-01	1.6150E-01
2.7542E-04	-3.3449E-01	1.6074E-01
2.7797E-04	-3.3309E-01	1.5998E-01
2.8054E-04	-3.3169E-01	1.5923E-01
2.8314E-04	-3.3030E-01	1.5848E-01
2.8576E-04	-3.2891E-01	1.5773E-01
2.8840E-04	-3.2753E-01	1.5699E-01
2.9107E-04	-3.2616E-01	1.5625E-01
2.9376E-04	-3.2479E-01	1.5551E-01
2.9648E-04	-3.2343E-01	1.5478E-01
2.9923E-04	-3.2207E-01	1.5405E-01
3.0200E-04	-3.2072E-01	1.5333E-01
3.0479E-04	-3.1937E-01	1.5260E-01
3.0761E-04	-3.1803E-01	1.5188E-01
3.1046E-04	-3.1670E-01	1.5117E-01
3.1333E-04	-3.1537E-01	1.5046E-01
3.1623E-04	-3.1405E-01	1.4975E-01
3.1915E-04	-3.1273E-01	1.4904E-01
3.2211E-04	-3.1142E-01	1.4834E-01
3.2509E-04	-3.1011E-01	1.4764E-01
3.2810E-04	-3.0881E-01	1.4694E-01
3.3113E-04	-3.0752E-01	1.4625E-01
3.3420E-04	-3.0623E-01	1.4556E-01
3.3729E-04	-3.0494E-01	1.4488E-01
3.4041E-04	-3.0366E-01	1.4419E-01
3.4356E-04	-3.0239E-01	1.4351E-01
3.4674E-04	-3.0112E-01	1.4284E-01
3.4995E-04	-2.9986E-01	1.4216E-01
3.5318E-04	-2.9860E-01	1.4149E-01
3.5645E-04	-2.9735E-01	1.4083E-01
3.5975E-04	-2.9610E-01	1.4016E-01
3.6308E-04	-2.9486E-01	1.3950E-01
3.6644E-04	-2.9362E-01	1.3884E-01
3.6983E-04	-2.9239E-01	1.3819E-01
3.7325E-04	-2.9116E-01	1.3754E-01
3.7670E-04	-2.8994E-01	1.3689E-01
3.8019E-04	-2.8873E-01	1.3624E-01
3.8371E-04	-2.8752E-01	1.3560E-01
3.8726E-04	-2.8631E-01	1.3496E-01
3.9084E-04	-2.8511E-01	1.3432E-01
3.9446E-04	-2.8392E-01	1.3369E-01
3.9811E-04	-2.8272E-01	1.3306E-01
4.0179E-04	-2.8154E-01	1.3243E-01
4.0551E-04	-2.8036E-01	1.3180E-01
4.0926E-04	-2.7918E-01	1.3118E-01
4.1305E-04	-2.7801E-01	1.3056E-01
4.1687E-04	-2.7685E-01	1.2995E-01
4.2073E-04	-2.7569E-01	1.2933E-01
4.2462E-04	-2.7453E-01	1.2872E-01
4.2855E-04	-2.7338E-01	1.2812E-01
4.3251E-04	-2.7223E-01	1.2751E-01
4.3652E-04	-2.7109E-01	1.2691E-01
4.4055E-04	-2.6996E-01	1.2631E-01
4.4463E-04	-2.6882E-01	1.2571E-01
4.4875E-04	-2.6770E-01	1.2512E-01
4.5290E-04	-2.6657E-01	1.2453E-01
4.5709E-04	-2.6546E-01	1.2394E-01
4.6132E-04	-2.6434E-01	1.2335E-01
4.6559E-04	-2.6324E-01	1.2277E-01
4.6989E-04	-2.6213E-01	1.2219E-01
4.7424E-04	-2.6103E-01	1.2161E-01
4.7863E-04	-2.5994E-01	1.2104E-01
4.8306E-04	-2.5885E-01	1.2047E-01
4.8753E-04	-2.5777E-01	1.1990E-01
4.9204E-04	-2.5669E-01	1.1933E-01
4.9659E-04	-2.5561E-01	1.1877E-01
5.0119E-04	-2.5454E-01	1.1821E-01
5.0582E-04	-2.5347E-01	1.1765E-01
5.1050E-04	-2.5241E-01	1.1709E-01
5.1523E-04	-2.5135E-01	1.1654E-01
5.2000E-04	-2.5030E-01	1.1599E-01
5.2481E-04	-2.4925E-01	1.1544E-01
5.2966E-04	-2.4820E-01	1.1489E-01
5.3456E-04	-2.4716E-01	1.1435E-01
5.3951E-04	-2.4613E-01	1.1381E-01
5.4450E-04	-2.4510E-01	1.1327E-01
5.4954E-04	-2.4407E-01	1.1274E-01
5.5463E-04	-2.4305E-01	1.1220E-01
5.5976E-04	-2.4203E-01	1.1167E-01
5.6494E-04	-2.4101E-01	1.1114E-01
5.7016E-04	-2.4000E-01	1.1062E-01
5.7544E-04	-2.3900E-01	1.1010E-01
5.8076E-04	-2.3800E-01	1.0957E-01
5.8614E-04	-2.3700E-01	1.0906E-01
5.9156E-04	-2.3601E-01	1.0854E-01
5.9704E-04	-2.3502E-01	1.0803E-01
6.0256E-04	-2.3403E-01	1.0752E-01
6.0814E-04	-2.3305E-01	1.0701E-01
6.1376E-04	-2.3208E-01	1.0650E-01
6.1944E-04	-2.3110E-01	1.0600E-01
6.2517E-04	-2.3014E-01	1.0549E-01
6.3096E-04	-2.2917E-01	1.0500E-01
6.3680E-04	-2.2821E-01	1.0450E-01
6.4269E-04	-2.2726E-01	1.0400E-01
6.4863E-04	-2.2630E-01	1.0351E-01
6.5464E-04	-2.2536E-01	1.0302E-01
6.6069E-04	-2.2441E-01	1.0253E-01
6.6681E-04	-2.2347E-01	1.0205E-01
6.7298E-04	-2.2254E-01	1.0156E-01
6.7920E-04	-2.2160E-01	1.0108E-01
6.8549E-04	-2.2068E-01	1.0060E-01
6.9183E-04	-2.1975E-01	1.0013E-01
6.9823E-04	-2.1883E-01	9.9654E-02
7.0469E-04	-2.1791E-01	9.9182E-02
7.1121E-04	-2.1700E-01	9.8712E-02
7.1779E-04	-2.1609E-01	9.8245E-02
7.2444E-04	-2.1519E-01	9.7779E-02
7.3114E-04	-2.1429E-01	9.7316E-02
7.3790E-04	-2.1339E-01	9.6855E-02
7.4473E-04	-2.1250E-01	9.6396E-02
7.5162E-04	-2.1161E-01	9.5939E-02
7.5858E-04	-2.1072E-01	9.5484E-02
7.6560E-04	-2.0984E-01	9.5032E-02
7.7268E-04	-2.0896E-01	9.4581E-02
7.7983E-04	-2.0808E-01	9.4133E-02
7.8705E-04	-2.0721E-01	9.3687E-02
7.9433E-04	-2.0634E-01	9.3243E-02
8.0168E-04	-2.0548E-01	9.2800E-02
8.0910E-04	-2.0462E-01	9.2360E-02
8.1658E-04	-2.0376E-01	9.1922E-02
8.2414E-04	-2.0291E-01	9.1487E-02
8.3176E-04	-2.0206E-01	9.1053E-02
8.3946E-04	-2.0121E-01	9.0621E-02
8.4723E-04	-2.0037E-01	9.0191E-02
8.5507E-04	-1.9953E-01	8.9763E-02
8.6298E-04	-1.9870E-01	8.9337E-02
8.7096E-04	-1.9787E-01	8.8913E-02
8.7902E-04	-1.9704E-01	8.8492E-02
8.8716E-04	-1.9621E-01	8.8072E-02
8.9536E-04	-1.9539E-01	8.7654E-02
9.0365E-04	-1.9457E-01	8.7238E-02
9.1201E-04	-1.9376E-01	8.6824E-02
9.2045E-04	-1.9295E-01	8.6412E-02
9.2897E-04	-1.9214E-01	8.6002E-02
9.3756E-04	-1.9133E-01	8.5593E-02
9.4624E-04	-1.9053E-01	8.5187E-02
9.5499E-04	-1.8974E-01	8.4783E-02
9.6383E-04	-1.8894E-01	8.4380E-02
9.7275E-04	-1.8815E-01	8.3979E-02
9.8175E-04	-1.8736E-01	8.3581E-02
9.9083E-04	-1.8658E-01	8.3184E-02
1.0000E-03	-1.8580E-01	8.2789E-02
1.0093E-03	-1.8502E-01	8.2395E-02
1.0186E-03	-1.8425E-01	8.2004E-02
1.0280E-03	-1.8347E-01	8.1615E-02
1.0375E-03	-1.8271E-01	8.1227E-02
1.0471E-03	-1.8194E-01	8.0841E-02
1.0568E-03	-1.8118E-01	8.0457E-02
1.0666E-03	-1.8042E-01	8.0074E-02
1.0765E-03	-1.7967E-01	7.9694E-02
1.0864E-03	-1.7892E-01	7.9315E-02
1.0965E-03	-1.7817E-01	7.8938E-02
1.1066E-03	-1.7742E-01	7.8563E-02
1.1169E-03	-1.7668E-01	7.8190E-02
1.1272E-03	-1.7594E-01	7.7818E-02
1.1376E-03	-1.7520E-01	7.7448E-02
1.1482E-03	-1.7447E-01	7.7080E-02
1.1588E-03	-1.7374E-01	7.6713E-02
1.1695E-03	-1.7301E-01	7.6348E-02
1.1803E-03	-1.7229E-01	7.5985E-02
1.1912E-03	-1.7157E-01	7.5624E-02
1.2023E-03	-1.7085E-01	7.5264E-02
1.2134E-03	-1.7013E-01	7.4906E-02
1.2246E-03	-1.6942E-01	7.4550E-02
1.2359E-03	-1.6871E-01	7.4195E-02
1.2474E-03	-1.6801E-01	7.3842E-02
1.2589E-03	-1.6730E-01	7.3491E-02
1.2706E-03	-1.6660E-01	7.3141E-02
1.2823E-03	-1.6591E-01	7.2793E-02
1.2942E-03	-1.6521E-01	7.2446E-02
1.3062E-03	-1.6452E-01	7.2101E-02
1.3183E-03	-1.6383E-01	7.1758E-02
1.3305E-03	-1.6315E-01	7.1417E-02
1.3428E-03	-1.6246E-01	7.1077E-02
1.3552E-03	-1.6178E-01	7.0738E-02
1.3677E-03	-1.6111E-01	7.0401E-02
1.3804E-03	-1.6043E-01	7.0066E-02
1.3932E-03	-1.5976E-01	6.9732E-02
1.4060E-03	-1.5909E-01	6.9400E-02
1.4191E-03	-1.5843E-01	6.9069E-02
1.4322E-03	-1.5776E-01	6.8740E-02
1.4454E-03	-1.5710E-01	6.8413E-02
1.4588E-03	-1.5645E-01	6.8087E-02
1.4723E-03	-1.5579E-01	6.7762E-02
1.4859E-03	-1.5514E-01	6.7439E-02
1.4997E-03	-1.5449E-01	6.7118E-02
1.5136E-03	-1.5384E-01	6.6798E-02
1.5276E-03	-1.5320E-01	6.6480E-02
1.5417E-03	-1.5256E-01	6.6163E-02
1.5560E-03	-1.5192E-01	6.5847E-02
1.5704E-03	-1.5129E-01	6.5533E-02
1.5849E-03	-1.5065E-01	6.5221E-02
1.5996E-03	-1.5002E-01	6.4910E-02
1.6144E-03	-1.4939E-01	6.4600E-02
1.6293E-03	-1.4877E-01	6.4292E-02
1.6444E-03	-1.4815E-01	6.3985E-02
1.6596E-03	-1.4753E-01	6.3680E-02
1.6749E-03	-1.4691E-01	6.3376E-02
1.6904E-03	-1.4629E-01	6.3073E-02
1.7061E-03	-1.4568E-01	6.2772E-02
1.7219E-03	-1.4507E-01	6.2473E-02
1.7378E-03	-1.4447E-01	6.2174E-02
1.7539E-03	-1.4386E-01	6.1878E-02
1.7701E-03	-1.4326E-01	6.1582E-02
1.7865E-03	-1.4266E-01	6.1288E-02
1.8030E-03	-1.4206E-01	6.0995E-02
1.8197E-03	-1.4147E-01	6.0704E-02
1.8365E-03	-1.4088E-01	6.0414E-02
1.8535E-03	-1.4029E-01	6.0125E-02
1.8707E-03	-1.3970E-01	5.9838E-02
1.8880E-03	-1.3911E-01	5.9552E-02
1.9055E-03	-1.3853E-01	5.9267E-02
1.9231E-03	-1.3795E-01	5.8984E-02
1.9409E-03	-1.3737E-01	5.8702E-02
1.9588E-03	-1.3680E-01	5.8422E-02
1.9770E-03	-1.3623E-01	5.8142E-02
1.9953E-03	-1.3566E-01	5.7864E-02
2.0137E-03	-1.3509E-01	5.7587E-02
2.0324E-03	-1.3452E-01	5.7312E-02
2.0512E-03	-1.3396E-01	5.7038E-02
2.0701E-03	-1.3340E-01	5.6765E-02
2.0893E-03	-1.3284E-01	5.6493E-02
2.1086E-03	-1.3228E-01	5.6223E-02
2.1281E-03	-1.3173E-01	5.5954E-02
2.1478E-03	-1.3118E-01	5.5686E-02
2.1677E-03	-1.3063E-01	5.5419E-02
2.1878E-03	-1.3008E-01	5.5154E-02
2.2080E-03	-1.2954E-01	5.4890E-02
2.2284E-03	-1.2900E-01	5.4627E-02
2.2491E-03	-1.2846E-01	5.4366E-02
2.2699E-03	-1.2792E-01	5.4105E-02
2.2909E-03	-1.2738E-01	5.3846E-02
2.3121E-03	-1.2685E-01	5.3588E-02
2.3335E-03	-1.2632E-01	5.3331E-02
2.3550E-03	-1.2579E-01	5.3075E-02
2.3768E-03	-1.2526E-01	5.2821E-02
2.3988E-03	-1.2474E-01	5.2568E-02
2.4210E-03	-1.2421E-01	5.2316E-02
2.4434E-03	-1.2369E-01	5.2065E-02
2.4660E-03	-1.2317E-01	5.1815E-02
2.4889E-03	-1.2266E-01	5.1566E-02
2.5119E-03	-1.2214E-01	5.1319E-02
2.5351E-03	-1.2163E-01	5.1073E-02
2.5586E-03	-1.2112E-01	5.0828E-02
2.5823E-03	-1.2062E-01	5.0584E-02
2.6062E-03	-1.2011E-01	5.0341E-02
2.6303E-03	-1.1961E-01	5.0099E-02
2.6546E-03	-1.1911E-01	4.9859E-02
2.6792E-03	-1.1861E-01	4.9619E-02
2.7040E-03	-1.1811E-01	4.9381E-02
2.7290E-03	-1.1761E-01	4.9143E-02
2.7542E-03	-1.1712E-01	4.8907E-02
2.7797E-03	-1.1663E-01	4.8672E-02
2.8054E-03	-1.1614E-01	4.8438E-02
2.8314E-03	-1.1565E-01	4.8205E-02
2.8576E-03	-1.1517E-01	4.7974E-02
2.8840E-03	-1.1469E-01	4.7743E-02
2.9107E-03	-1.1420E-01	4.7513E-02
2.9376E-03	-1.1373E-01	4.7285E-02
2.9648E-03	-1.1325E-01	4.7057E-02
2.9923E-03	-1.1277E-01	4.6831E-02
3.0200E-03	-1.1230E-01	4.6605E-02
3.0479E-03	-1.1183E-01	4.6381E-02
3.0761E-03	-1.1136E-01	4.6157E-02
3.1046E-03	-1.1089E-01	4.5935E-02
3.1333E-03	-1.1043E-01	4.5714E-02
3.1623E-03	-1.0996E-01	4.5494E-02
3.1915E-03	-1.0950E-01	4.5274E-02
3.2211E-03	-1.0904E-01	4.5056E-02
3.2509E-03	-1.0858E-01	4.4839E-02
3.2810E-03	-1.0813E-01	4.4623E-02
3.3113E-03	-1.0767E-01	4.4407E-02
3.3420E-03	-1.0722E-01	4.4193E-02
3.3729E-03	-1.0677E-01	4.3980E-02
3.4041E-03	-1.0632E-01	4.3768E-02
3.4356E-03	-1.0588E-01	4.3556E-02
3.4674E-03	-1.0543E-01	4.3346E-02
3.4995E-03	-1.0499E-01	4.3137E-02
3.5318E-03	-1.0455E-01	4.2928E-02
3.5645E-03	-1.0411E-01	4.2721E-02
3.5975E-03	-1.0367E-01	4.2515E-02
3.6308E-03	-1.0323E-01	4.2309E-02
3.6644E-03	-1.0280E-01	4.2104E-02
3.6983E-03	-1.0237E-01	4.1901E-02
3.7325E-03	-1.0194E-01	4.1698E-02
3.7670E-03	-1.0151E-01	4.1496E-02
3.8019E-03	-1.0108E-01	4.1296E-02
3.8371E-03	-1.0065E-01	4.1096E-02
3.8726E-03	-1.0023E-01	4.0897E-02
3.9084E-03	-9.9808E-02	4.0699E-02
3.9446E-03	-9.9388E-02	4.0501E-02
3.9811E-03	-9.8970E-02	4.0305E-02
4.0179E-03	-9.8553E-02	4.0110E-02
4.0551E-03	-9.8137E-02	3.9915E-02
4.0926E-03	-9.7724E-02	3.9722E-02
4.1305E-03	-9.7312E-02	3.9529E-02
4.1687E-03	-9.6902E-02	3.9337E-02
4.2073E-03	-9.6493E-02	3.9146E-02
4.2462E-03	-9.6087E-02	3.8956E-02
4.2855E-03	-9.5681E-02	3.8767E-02
4.3251E-03	-9.5278E-02	3.8579E-02
4.3652E-03	-9.4876E-02	3.8391E-02
4.4055E-03	-9.4475E-02	3.8205E-02
4.4463E-03	-9.4077E-02	3.8019E-02
4.4875E-03	-9.3679E-02	3.7834E-02
4.5290E-03	-9.3284E-02	3.7650E-02
4.5709E-03	-9.2890E-02	3.7467E-02
4.6132E-03	-9.2497E-02	3.7284E-02
4.6559E-03	-9.2107E-02	3.7103E-02
4.6989E-03	-9.1717E-02	3.6922E-02
4.7424E-03	-9.1330E-02	3.6742E-02
4.7863E-03	-9.0944E-02	3.6563E-02
4.8306E-03	-9.0559E-02	3.6385E-02
4.8753E-03	-9.0176E-02	3.6207E-02
4.9204E-03	-8.9794E-02	3.6031E-02
4.9659E-03	-8.9414E-02	3.5855E-02
5.0119E-03	-8.9036E-02	3.5680E-02
5.0582E-03	-8.8659E-02	3.5506E-02
5.1050E-03	-8.8283E-02	3.5332E-02
5.1523E-03	-8.7909E-02	3.5159E-02
5.2000E-03	-8.7536E-02	3.4987E-02
5.2481E-03	-8.7165E-02	3.4816E-02
5.2966E-03	-8.6796E-02	3.4646E-02
5.3456E-03	-8.6427E-02	3.4476E-02
5.3951E-03	-8.6061E-02	3.4307E-02
5.4450E-03	-8.5695E-02	3.4139E-02
5.4954E-03	-8.5332E-02	3.3972E-02
5.5463E-03	-8.4969E-02	3.3805E-02
5.5976E-03	-8.4608E-02	3.3640E-02
5.6494E-03	-8.4249E-02	3.3475E-02
5.7016E-03	-8.3891E-02	3.3310E-02
5.7544E-03	-8.3534E-02	3.3147E-02
5.8076E-03	-8.3178E-02	3.2984E-02
5.8614E-03	-8.2824E-02	3.2822E-02
5.9156E-03	-8.2472E-02	3.2660E-02
5.9704E-03	-8.2121E-02	3.2500E-02
6.0256E-03	-8.1771E-02	3.2340E-02
6.0814E-03	-8.1422E-02	3.2180E-02
6.1376E-03	-8.1075E-02	3.2022E-02
6.1944E-03	-8.0729E-02	3.1864E-02
6.2517E-03	-8.0385E-02	3.1707E-02
6.3096E-03	-8.0042E-02	3.1550E-02
6.3680E-03	-7.9700E-02	3.1395E-02
6.4269E-03	-7.9359E-02	3.1239E-02
6.4863E-03	-7.9020E-02	3.1085E-02
6.5464E-03	-7.8682E-02	3.0931E-02
6.6069E-03	-7.8346E-02	3.0778E-02
6.6681E-03	-7.8011E-02	3.0626E-02
6.7298E-03	-7.7677E-02	3.0474E-02
6.7920E-03	-7.7344E-02	3.0323E-02
6.8549E-03	-7.7012E-02	3.0173E-02
6.9183E-03	-7.6682E-02	3.0023E-02
6.9823E-03	-7.6353E-02	2.9874E-02
7.0469E-03	-7.6026E-02	2.9726E-02
7.1121E-03	-7.5699E-02	2.9578E-02
7.1779E-03	-7.5374E-02	2.9431E-02
7.2444E-03	-7.5050E-02	2.9285E-02
7.3114E-03	-7.4727E-02	2.9139E-02
7.3790E-03	-7.4406E-02	2.8994E-02
7.4473E-03	-7.4086E-02	2.8849E-02
7.5162E-03	-7.3766E-02	2.8706E-02
7.5858E-03	-7.3449E-02	2.8562E-02
7.6560E-03	-7.3132E-02	2.8420E-02
7.7268E-03	-7.2816E-02	2.8278E-02
7.7983E-03	-7.2502E-02	2.8136E-02
7.8705E-03	-7.2189E-02	2.7996E-02
7.9433E-03	-7.1877E-02	2.7855E-02
8.0168E-03	-7.1566E-02	2.7716E-02
8.0910E-03	-7.1256E-02	2.7577E-02
8.1658E-03	-7.0948E-02	2.7439E-02
8.2414E-03	-7.0640E-02	2.7301E-02
8.3176E-03	-7.0334E-02	2.7164E-02
8.3946E-03	-7.0029E-02	2.7027E-02
8.4723E-03	-6.9725E-02	2.6891E-02
8.5507E-03	-6.9422E-02	2.6756E-02
8.6298E-03	-6.9120E-02	2.6621E-02
8.7096E-03	-6.8819E-02	2.6486E-02
8.7902E-03	-6.8520E-02	2.6353E-02
8.8716E-03	-6.8221E-02	2.6220E-02
8.9536E-03	-6.7924E-02	2.6087E-02
9.0365E-03	-6.7627E-02	2.5955E-02
9.1201E-03	-6.7332E-02	2.5824E-02
9.2045E-03	-6.7038E-02	2.5693E-02
9.2897E-03	-6.6745E-02	2.5562E-02
9.3756E-03	-6.6452E-02	2.5433E-02
9.4624E-03	-6.6161E-02	2.5303E-02
9.5499E-03	-6.5871E-02	2.5175E-02
9.6383E-03	-6.5582E-02	2.5047E-02
9.7275E-03	-6.5294E-02	2.4919E-02
9.8175E-03	-6.5007E-02	2.4792E-02
9.9083E-03	-6.4721E-02	2.4665E-02
1.0000E-02	-6.4436E-02	2.4539E-02
1.1984E-02	-5.9031E-02	2.2164E-02
1.3968E-02	-5.4721E-02	2.0294E-02
1.5952E-02	-5.1158E-02	1.8766E-02
1.7936E-02	-4.8131E-02	1.7480E-02
1.9920E-02	-4.5505E-02	1.6376E-02
2.1904E-02	-4.3188E-02	1.5409E-02
2.3888E-02	-4.1114E-02	1.4552E-02
2.5872E-02	-3.9237E-02	1.3782E-02
2.7856E-02	-3.7521E-02	1.3084E-02
2.9840E-02	-3.5939E-02	1.2445E-02
3.1824E-02	-3.4470E-02	1.1856E-02
3.3808E-02	-3.3098E-02	1.1310E-02
3.5792E-02	-3.1810E-02	1.0800E-02
3.7776E-02	-3.0594E-02	1.0322E-02
3.9760E-02	-2.9441E-02	9.8715E-03
4.1743E-02	-2.8344E-02	9.4456E-03
4.3727E-02	-2.7297E-02	9.0413E-03
4.5711E-02	-2.6294E-02	8.6564E-03
4.7695E-02	-2.5332E-02	8.2889E-03
4.9679E-02	-2.4406E-02	7.9371E-03
5.1663E-02	-2.3512E-02	7.5995E-03
5.3647E-02	-2.2649E-02	7.2749E-03
5.5631E-02	-2.1813E-02	6.9622E-03
5.7615E-02	-2.1002E-02	6.6604E-03
5.9599E-02	-2.0215E-02	6.3686E-03
6.1583E-02	-1.9449E-02	6.0862E-03
6.3567E-02	-1.8704E-02	5.8124E-03
6.5551E-02	-1.7977E-02	5.5468E-03
6.7535E-02	-1.7269E-02	5.2886E-03
6.9519E-02	-1.6577E-02	5.0376E-03
7.1503E-02	-1.5900E-02	4.7933E-03
7.3487E-02	-1.5238E-02	4.5553E-03
7.5471E-02	-1.4591E-02	4.3232E-03
7.7455E-02	-1.3957E-02	4.0968E-03
7.9439E-02	-1.3335E-02	3.8759E-03
8.1423E-02	-1.2726E-02	3.6600E-03
8.3407E-02	-1.2129E-02	3.4491E-03
8.5391E-02	-1.1543E-02	3.2430E-03
8.7375E-02	-1.0967E-02	3.0414E-03
8.9359E-02	-1.0402E-02	2.8442E-03
9.1343E-02	-9.8470E-03	2.6512E-03
9.3327E-02	-9.3017E-03	2.4623E-03
9.5311E-02	-8.7659E-03	2.2775E-03
9.7295E-02	-8.2393E-03	2.0966E-03
9.9279E-02	-7.7216E-03	1.9195E-03
1.0126E-01	-7.2127E-03	1.7463E-03
1.0325E-01	-6.7122E-03	1.5769E-03
1.0523E-01	-6.2200E-03	1.4114E-03
1.0721E-01	-5.7360E-03	1.2497E-03
1.0920E-01	-5.2599E-03	1.0923E-03
1.1118E-01	-4.7917E-03	9.3937E-04
1.1317E-01	-4.3311E-03	7.9169E-04
1.1515E-01	-3.8781E-03	6.5058E-04
1.1713E-01	-3.4326E-03	5.1875E-04
1.1912E-01	-2.9943E-03	4.0207E-04
1.2110E-01	-2.5633E-03	3.1367E-04
1.2309E-01	-2.1394E-03	2.7724E-04
1.2507E-01	-1.7226E-03	3.0782E-04
